URL,SHA,Module,Test Name,Category,Version,Status,Github link,Notes,Reason to skip,Paper
https://github.com/Activiti/Activiti,b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4,./activiti-spring-boot-starter,org.activiti.spring.boot.tasks.TaskRuntimeTaskAssigneeTest.bCreateCheckTaskCreatedForSalaboyFromAnotherUser,OD-Brit,Comprehensive,,,,FixMethodOrder,iDFlakies;First-sha-flaky
https://github.com/Activiti/Activiti,b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4,./activiti-spring-boot-starter,org.activiti.spring.boot.tasks.TaskRuntimeTaskAssigneeTest.cCreateStandaloneTaskForGroupAndClaim,OD-Vic,Comprehensive,,,,FixMethodOrder,iDFlakies;First-sha-flaky
https://github.com/Activiti/Activiti,b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4,./activiti-spring-boot-starter,org.activiti.spring.boot.tasks.TaskRuntimeTaskForOtherTest.aCreateStandaloneTaskWithNoCandidates,OD-Vic,Comprehensive,,,,FixMethodOrder,iDFlakies;First-sha-flaky
https://github.com/Activiti/Activiti,b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4,./activiti-spring-boot-starter,org.activiti.spring.boot.tasks.TaskRuntimeTaskForOtherTest.bCheckThatTaskIsNotVisibleForNonCandidateUsers,OD-Vic,Comprehensive,,,,FixMethodOrder,iDFlakies;First-sha-flaky
https://github.com/Activiti/Activiti,b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4,./activiti-spring-boot-starter,org.activiti.spring.boot.tasks.TaskRuntimeUnAuthorizedTest.aCreateStandaloneTaskForGroup,OD-Vic,Comprehensive,,,,FixMethodOrder,iDFlakies;First-sha-flaky
https://github.com/Activiti/Activiti,b11f757a48600e53aaf3fcb7a3ba1ece6c463cb4,./activiti-spring-boot-starter,org.activiti.spring.boot.tasks.TaskRuntimeUnAuthorizedTest.bClaimNotFoundBecauseYouAreNotACandidate,OD-Brit,Comprehensive,,,,FixMethodOrder,iDFlakies;First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.asm.SortFieldTest.test_1,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.bug.Bug_for_smoothrat6.test_set,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.bug.Issue_717.test_for_issue,OD,Comprehensive,Cannot fix,,"Changed to version e05e9c5, NOCLEANER",,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.date.DateTest_tz.test_codec,OD,Comprehensive,Accepted,https://github.com/alibaba/fastjson/pull/2148,Changed to version e05e9c5,,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.date.DateTest.test_date,OD,Comprehensive,Accepted,https://github.com/alibaba/fastjson/pull/2148,Changed to version e05e9c5,,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.guava.ArrayListMultimapTest.test_for_multimap,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.guava.HashMultimapTest.test_for_multimap,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.guava.MultiMapTes.test_multimap,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1100.Issue1177_1.test_for_issue,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1100.Issue1177_2.test_for_issue,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1200.Issue1298.test_for_issue,OD,Comprehensive,Accepted,https://github.com/alibaba/fastjson/pull/2148,Changed to version e05e9c5,,iDFlakies;Flaky-test-stats
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1200.Issue1298.test_for_issue_1,OD,Comprehensive,Accepted,https://github.com/alibaba/fastjson/pull/2148,Changed to version e05e9c5,,iDFlakies;Flaky-test-stats
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1300.Issue1363.test_for_issue,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1300.Issue1363.test_for_issue_1,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1400.Issue1480.test_for_issue,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1500.Issue1584.test_for_issue,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1600.Issue1679.test_for_issue,OD,Comprehensive,Accepted,https://github.com/alibaba/fastjson/pull/2148,Changed to version e05e9c5,,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1700.Issue1769.test_for_issue,OD,Comprehensive,Cannot fix,,"Changed to version e05e9c5, NOCLEANER",,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1700.Issue1780_JSONObject.test_for_issue,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1700.Issue1780_Module.test_for_issue,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1900.Issue1972.test_for_issue,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1900.Issue1977.test_for_issue,OD,Comprehensive,Accepted,https://github.com/alibaba/fastjson/pull/2148,Changed to version e05e9c5,,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_2100.Issue2182.test_for_issue,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_2400.Issue2428.test_for_issue,UD,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_2400.Issue2430.testForIssue,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_2400.Issue2430.testForIssue2,UD,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_2400.Issue2447.test_for_issue,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_2400.Issue2447.test_for_issue2,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.jsonp.JSONPParseTest2.test_f,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.jsonp.JSONPParseTest3.test_f,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,OD,Comprehensive,Accepted,https://github.com/alibaba/fastjson/pull/3291,,,Flaky-test-stats
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,OD,Comprehensive,Accepted,https://github.com/alibaba/fastjson/pull/3291,,,Flaky-test-stats
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.deser.AbstractSerializeTest.test_mapping_1,NO,Comprehensive,,,,,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.deser.AbstractSerializeTest.test_mapping_2,NO,Comprehensive,,,,,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.deser.date.DateParseTest9.test_dates_different_timeZones,ID,Comprehensive,Inspected,,Inspected for first-sha flaky. Starts to be flaky in d296511,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.path.JSONPath_reverse_test.test_reserve,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.path.JSONPath_reverse_test.test_reserve3,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.ConcurrentHashMapTest5.test_concurrentHashmap,NDOD,Comprehensive,,,,,Flaky-test-stats
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.ConcurrentHashMapTest6.test_concurrentHashmap,NDOD,Comprehensive,,,,,Flaky-test-stats
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,OD,Comprehensive,Accepted,https://github.com/alibaba/fastjson/pull/2148,Changed to version e05e9c5,,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,OD,Comprehensive,Accepted,https://github.com/alibaba/fastjson/pull/2148,Changed to version e05e9c5,,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.JSONFieldTest5.test_jsonField,OD,Comprehensive,Cannot fix,,"Changed to version e05e9c5, NOCLEANER",,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.JSONSerializerTest2.test_0,OD,Comprehensive,Accepted,https://github.com/alibaba/fastjson/pull/2133,Changed to version e05e9c5,,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.MaxBufSizeTest.test_max_buf,OD,Comprehensive,Opened,https://github.com/alibaba/fastjson/pull/2291,Needs rebasing,,iDFlakies
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case1Test.test1_2,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case1Test.test2_2,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case2Test.test1_2,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case2Test.test2_2,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case3Test.test1_2,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.support.spring.mock.testcase.FastJsonpHttpMessageConverter4Case3Test.test2_2,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.writeClassName.WriteClassNameTest_Map.test_list,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.writeClassName.WriteDuplicateType.test_dupType,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.writeClassName.WriteDuplicateType.test_dupType2,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/alien4cloud/alien4cloud,eb57d0feca6c37e0a4aafc3feef494e43e02ecda,./alien4cloud-security,alien4cloud.security.LdapAuthenticationProviderTest.testLdapUserImport,OD,Extended,Accepted,https://github.com/alien4cloud/alien4cloud/pull/182,,,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.instrumentation,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testAllowSnapshot,NO,Comprehensive,,,,,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateFileWithUnmaskedPermissions,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateSnapshot,NO,Comprehensive,,,,,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testCreateSnapshotNoSnapshotName,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDelegationTokenOperations,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDelegationTokenOperationsSsl,NO,Comprehensive,,,,,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDeleteSnapshot,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDirAcls,NO,Comprehensive,,,,,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDisallowSnapshot,NO,Comprehensive,,,,,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testDisallowSnapshotException,NO,Comprehensive,,,,,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testFileAcls,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiff,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetSnapshotDiffIllegalParam,NO,Comprehensive,,,,,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testMkdirWithUnmaskedPermissions,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testOpenOffsetLength,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testPerms,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testRenameSnapshot,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServer.testXAttrs,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServerNoACLs.testWithNoAcls,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.fs.http.server.TestHttpFSServerNoXAttrs.testWithXAttrs,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-nfs,org.apache.hadoop.hdfs.nfs.nfs3.TestExportsTable.testViewFsMultipleExportPoint,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient,org.apache.hadoop.hdfs.TestNNBench.testNNBenchCreateReadAndDelete,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.createFileSystem,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.fileSystemCache,NO,Comprehensive,,,,,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.fileSystemExecutor,NO,Comprehensive,,,,,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.lib.servlet.TestServerWebApp.getHomeDir,OD,Comprehensive,,,,Runs in separate JVM argument,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-hdfs-project/hadoop-hdfs-httpfs,org.apache.hadoop.lib.servlet.TestServerWebApp.getHomeDirNotDef,NO,Comprehensive,,,,,iDFlakies
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient,org.apache.hadoop.mapred.jobcontrol.TestJobControl.testJobControl,ID,Comprehensive,,,,,First-sha-flaky
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,./hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core,org.apache.hadoop.mapred.TestJobEndNotifier.testNotificationTimeout,ID,Comprehensive,,,,,First-sha-flaky
